"parentTconst";"seasonNumber";"episodeNumber";"title_basics_titleBasicsId"
907702;1;2;472575
10074414;1;1;472638
1363325;0;0;472748
929897;1;1;472776
86665;5;1;472996
497480;7;12;473017
497480;9;3;473018
896232;0;0;473047
896232;0;0;473048
463399;0;0;473062
1213665;1;109;473067
762803;8;16;473073
981201;1;6;473085
877506;0;0;473091
877506;0;0;473092
1397131;11;2;473303
1118299;2;6;473362
463399;7;39;473384
1628029;0;0;473386
1566209;0;0;473394
835702;1;2;473427
896232;0;0;473496
1274934;1;4;473672
791374;3;1;473704
791374;1;6;473725
346237;36;1;473747
346237;31;8;473846
346237;31;10;473847
346237;19;1;473848
346237;35;4;473849
346237;23;3;473850
346237;33;8;473851
346237;34;6;473859
346237;35;6;473861
346237;34;2;473862
346237;25;9;473865
346237;35;8;473876
346237;33;12;473883
346237;31;7;473969
346237;31;5;474176
806901;34;7;474304
1229304;1;2;474808
1057692;1;9;474945
862636;1;1;475020
981201;1;4;475086
466622;0;0;475194
178131;2;6;475285
1628029;0;0;475370
1628029;0;0;475371
1628029;0;0;475372
463399;10;6;475395
1511543;10;1;475412
406404;3;7;475426
275822;0;0;475512
2591584;0;0;475547
1043090;6;7;475558
1399145;0;0;475561
1686687;0;0;475829
1369743;0;0;475888
312085;1;14;475897
497480;7;13;475940
497480;8;13;475941
791374;2;1;475957
791374;4;1;475985
806904;1;20;476011
1147702;0;0;476022
364151;19;5;476034
92322;0;0;476051
497480;4;3;476054
896232;0;0;476062
58853;1;14;476191
2576738;0;0;476235
762803;7;12;476281
1394284;1;1;476342
1230052;1;1;476376
1230052;1;2;476377
1230052;1;3;476378
1230052;1;5;476379
1230052;1;6;476380
297621;6;5;476414
78564;2;17;476509
78564;2;16;476510
318220;1;1;476515
471464;1;8;476517
324924;0;0;476629
161126;3;51;476662
2591584;0;0;476777
92322;0;0;476952
497480;7;2;476972
497480;7;25;476973
497480;7;15;476974
497480;7;10;476975
884766;1;3;476984
57775;0;0;477008
463399;9;12;477024
2645476;0;0;477025
949793;5;31;477043
57775;0;0;477047
57775;0;0;477048
983205;0;0;477068
10358892;1;19;477127
907702;1;3;477197
167585;1;73;477206
167585;1;68;477207
167585;1;69;477208
167585;1;78;477211
167585;1;81;477212
167585;1;70;477214
1403933;1;1;477247
275822;0;0;477259
275822;0;0;477260
1403933;1;7;477268
1403933;1;10;477279
1686687;0;0;477305
809273;0;0;477307
1686687;0;0;477321
2591584;0;0;477328
485176;0;0;477369
53510;0;0;477482
371445;2;13;477501
371445;3;2;477502
371445;3;12;477503
371445;2;19;477504
1213665;1;110;477776
910586;0;0;477796
4952142;0;0;478003
889263;1;8;478104
463399;10;8;478105
497480;7;3;478121
497480;5;5;478122
497480;8;26;478123
463399;6;38;478132
4346344;0;0;478142
896232;0;0;478169
896232;0;0;478170
94525;10;2;478226
94525;10;4;478227
1270710;2;6;478238
4365792;0;0;478290
806910;1;607;478295
3662072;0;0;478364
2325388;1;11;478456
441074;50;25;478919
768816;1;255;478925
92322;0;0;478965
497480;5;2;479001
896232;0;0;479076
896232;0;0;479077
441074;52;20;479157
903129;0;0;479165
70964;1;4;479340
341758;0;0;479512
930022;1;4;479554
845746;1;0;479593
989125;1;31;479629
989125;2;32;479632
58853;1;30;479636
441950;1;40;479769
1734537;2;2;479955
94525;10;3;479977
305095;5;0;479992
874686;1;34;480009
806910;1;620;480020
806910;1;608;480021
1118299;3;5;480240
406404;3;3;480260
485556;1;1;480361
3447804;0;0;480444
3776668;4;1;480484
3776668;3;4;480485
451591;0;0;480515
1313062;1;2;480536
167644;14;4;480554
92322;0;0;480749
92322;0;0;480750
1050539;6;3;480761
1294801;1;3;480793
324924;0;0;480871
324924;0;0;480872
1229946;15;5;481017
486425;0;0;481077
1380834;2;3;481284
147760;9;1;481502
11800148;1;2;481546
364151;4;2;481628
806910;1;610;481635
7253022;0;0;481877
371445;4;5;482027
275822;0;0;482160
275822;0;0;482161
3662072;0;0;482288
1049302;0;0;482348
1291482;1;3;482357
114639;10;1;482433
463399;9;21;482514
4346344;0;0;482539
463399;8;16;482596
806910;1;611;482609
981201;1;10;482652
400046;2;1;482873
920505;2;2;483009
1213665;1;111;483025
324894;3;1;483117
274279;5;14;483149
1369743;0;0;483182
1686687;0;0;483332
766225;2;1;483356
450909;1;7;483422
94525;1;3;483458
94525;1;1;483459
94525;1;8;483460
990935;4;5;483469
969924;4;7;483470
497480;5;14;483471
497480;5;1;483472
441950;4;22;483494
1397131;5;0;483912
2591584;0;0;483914
202179;24;3;483966
83452;23;8;483997
910586;0;0;484006
2062574;0;0;484007
2062574;0;0;484008
2062574;0;0;484009
1868747;0;0;484114
1057692;1;6;484183
275822;0;0;484194
920489;5;1;484260
920489;5;2;484261
121027;13;5;484291
121027;23;2;484292
121027;24;1;484293
115122;1;54;484821
392150;1;2;484834
988301;2;2;484839
88621;22;3;484896
806910;1;612;484897
806910;1;613;484898
874534;1;9;484928
1291482;1;1;485121
275822;0;0;485362
432654;1;9;485389
9141642;1;5;485539
9141642;1;4;485540
92322;0;0;485578
1148750;1;1;485617
298665;14;5;485630
421356;0;0;485776
896667;5;1;485801
275822;0;0;485858
903766;1;3;486059
176357;0;0;486063
4952142;0;0;486103
1520788;0;0;486170
94416;17;1;486177
295620;5;14;486202
83452;18;14;486237
486425;0;0;486408
903129;0;0;486579
2325388;1;6;486582
880585;7;3;486591
883777;0;0;486626
373476;0;0;486775
373476;0;0;486776
373476;0;0;486777
373476;0;0;486778
373476;0;0;486779
2591584;0;0;486915
497072;0;0;487003
331770;1;9;487004
199257;53;26;487042
396321;3;2;487064
178131;6;1;487140
433320;2;9;487169
1147702;0;0;487174
247882;0;0;487180
165593;1;6;487219
806910;1;614;487228
487276;0;0;487307
275822;0;0;487548
275822;0;0;487549
92322;0;0;487866
861682;1;13;487886
861682;1;10;487956
861682;1;2;487970
861682;1;3;487971
4198424;1;6;488003
4198424;1;3;488010
815352;0;0;488283
1601983;2;3;488297
146386;0;0;488358
77082;19;16;488468
920486;1;2;488479
920486;1;1;488480
1043090;0;0;488522
275822;0;0;488708
821060;1;19;488711
846833;1;2;488730
846833;1;3;488731
846833;1;5;488732
846833;1;6;488734
2591584;0;0;488742
806901;34;8;488772
806910;1;615;488790
806910;1;616;488791
206501;33;1;488817
1615489;1;7;488879
273019;0;0;488922
92322;0;0;488932
92322;0;0;488933
96555;20;17;488983
1229946;4;12;489080
1734537;2;3;489227
1134887;1;21;489508
275822;0;0;489643
275822;0;0;489644
275822;0;0;489645
1686687;0;0;489677
385464;1;1;489716
920504;1;1;489732
172030;0;0;489746
1049304;5;9;489876
3776668;7;2;489880
92322;0;0;490052
92322;0;0;490053
92322;0;0;490054
92322;0;0;490055
92322;0;0;490056
92322;0;0;490057
92322;0;0;490058
92322;16;3;490059
92322;0;0;490060
92322;0;0;490061
92322;0;0;490062
92322;0;0;490063
92322;0;0;490064
92322;0;0;490065
92322;0;0;490066
92322;0;0;490067
92322;0;0;490068
92322;0;0;490069
92322;0;0;490070
92322;0;0;490071
92322;0;0;490072
889263;1;9;490088
1397131;0;0;490091
115122;1;55;490094
58853;1;171;490099
58853;1;19;490148
806910;1;629;490223
806910;1;623;490224
92322;0;0;490405
92322;0;0;490407
92322;0;0;490419
92322;0;0;490443
92322;0;0;490468
92322;0;0;490514
275822;0;0;490557
1001465;1;27;490583
1213665;1;88;490594
985264;2;2;490898
1734537;2;4;491050
490734;0;0;491102
806901;35;3;491105
907694;1;55;491128
821375;1;6;491133
92322;0;0;491146
121027;20;3;491167
920548;1;4;491213
920548;1;3;491214
907702;1;5;491230
907702;1;4;491231
173604;2;1;491355
165042;2;1;491393
771329;1;1;491415
159876;22;2;491428
57775;0;0;491566
497975;1;6;491594
199248;11;28;491608
176357;8;13;491622
324930;10;5;491667
823333;1;1;491714
806901;34;9;491723
454702;1;6;491732
775402;1;2;491768
176357;4;7;491780
415463;2;10;491820
497480;8;17;491828
165592;10;7;492433
58853;1;22;492438
58853;1;108;492439
58853;1;32;492440
58853;1;26;492458
58853;1;110;492462
1410216;1;1;492485
806910;1;618;492495
920548;1;5;492500
880565;1;15;492503
275822;0;0;492552
275822;0;0;492553
1636286;1;7;492725
806910;1;619;492801
1686687;0;0;492824
377245;4;3;492859
298665;11;9;492874
486531;8;16;492938
4346344;0;0;493208
182579;1;5;493491
182579;1;4;493627
182579;1;6;493649
182579;1;2;493675
182579;1;3;493805
182579;1;1;493914
861749;8;2;493952
801426;1;1;494262
806901;35;1;494370
6493630;0;0;494566
861749;3;5;494646
861749;3;3;494695
861749;2;6;494705
805663;1;1;494730
861749;3;1;494778
861749;3;7;494791
861749;3;4;494829
861749;3;2;494876
768816;1;249;494999
768816;1;254;495000
275822;0;0;495276
1313051;3;6;495720
200358;7;7;495738
58853;1;112;495862
763275;1;3;495866
763275;1;4;495867
763275;1;1;495868
763275;1;2;495869
907702;1;6;495914
58853;1;86;495941
821060;1;20;495954
115122;1;58;495963
58853;1;88;495984
58853;1;104;495990
108749;12;2;495995
58853;1;120;496023
58853;1;119;496036
58853;1;114;496057
58853;1;151;496160
806910;1;621;496170
58853;1;154;496173
58853;1;82;496185
58853;1;137;496227
58853;1;141;496235
805669;1;1;496240
58853;1;130;496244
805661;1;1;496246
889263;1;7;496249
58853;1;146;496250
58853;1;165;496252
115122;1;56;496256
58853;1;106;496271
58853;1;136;496281
58853;1;145;496286
58853;1;134;496289
58853;1;129;496315
927662;0;0;496316
920505;3;3;496324
58853;1;164;496327
58853;1;162;496344
58853;1;121;496355
58853;1;163;496359
212698;5;18;496367
58853;1;100;496370
969640;1;12;496371
58853;1;87;496376
77076;27;9;496383
58853;1;140;496388
58853;1;135;496393
927691;1;41;496397
927691;1;43;496398
930022;1;6;496414
930022;1;5;496415
930022;1;3;496416
58853;1;157;496430
58853;1;94;496433
496450;1;1;496451
496450;1;2;496452
496450;1;3;496453
496450;1;4;496454
496450;1;5;496455
496450;1;6;496456
496450;1;7;496457
496450;1;8;496458
496450;1;9;496459
496450;1;10;496460
58853;1;152;496474
58853;1;15;496477
58853;1;99;496484
58853;1;27;496491
58853;1;59;496495
58853;1;155;496504
58853;1;105;496524
58853;1;20;496530
58853;1;128;496533
58853;1;127;496544
867015;2;1;496561
58853;1;97;496573
94416;18;5;496601
386922;0;0;496637
1330949;1;18;496639
297621;1;18;496641
403754;1;3;496643
914702;2;2;496777
1570377;1;46;496826
161126;1;11;496827
989125;5;22;496897
58853;1;83;496911
58853;1;24;496962
58853;1;28;496968
58853;1;31;496977
58853;1;21;496984
58853;1;16;497003
482866;0;0;497012
353055;0;0;497067
806904;1;22;497307
433320;3;2;497354
108749;12;1;497363
890874;1;10;497382
938493;1;3;497418
806901;35;9;497430
907694;1;57;497438
806910;1;622;497449
806910;1;646;497450
165592;11;14;497523
159876;33;17;497604
108749;12;3;497748
108749;12;4;497749
920504;1;2;497779
989125;4;15;497880
159876;34;2;497896
989125;9;29;497910
159876;14;2;497914
989125;4;8;497921
288347;0;0;498023
929897;1;2;498165
920504;1;3;498174
318220;9;1;498208
318220;10;9;498209
318220;8;2;498210
768816;5;5;498314
768816;0;0;498315
768816;3;7;498316
66684;37;4;498382
165592;4;8;498403
165592;1;12;498404
165592;1;6;498405
165592;2;8;498406
165592;4;6;498407
165592;1;17;498408
165592;1;9;498409
165592;3;11;498410
165592;2;12;498411
165592;2;5;498412
165592;2;9;498413
161126;2;29;498417
1403933;1;12;498474
1711895;1;4;498533
7253012;0;0;498534
7253012;0;0;498535
165592;9;5;498622
165592;10;13;498623
165592;7;16;498624
165592;6;19;498625
165592;11;9;498626
165592;11;3;498627
165592;11;4;498628
165592;5;9;498629
165592;13;16;498630
165592;6;16;498631
165592;4;18;498632
463399;0;0;498639
463399;8;25;498648
463399;8;11;498651
463399;9;7;498658
463399;9;17;498685
7829286;0;0;498697
868511;1;3;498707
1213665;1;113;498725
165592;12;3;498746
165592;14;5;498747
165592;14;8;498748
165592;14;4;498749
165592;12;9;498750
497685;1;1;498816
2645476;0;0;498842
2480976;8;1;498886
92322;0;0;498896
92322;0;0;498899
460636;1;1;499016
413547;2;2;499443
896232;0;0;499505
345667;3;1;499528
907694;1;58;499557
880565;1;16;499597
989125;8;36;499648
158164;1;1;499659
158164;1;2;499660
158164;1;3;499661
149439;0;0;499667
896232;0;0;500008
896232;0;0;500009
896232;3;6;500010
896232;0;0;500011
896232;0;0;500012
896232;0;0;500013
896232;0;0;500014
896232;0;0;500015
896232;0;0;500016
896232;0;0;500017
896232;0;0;500018
896232;0;0;500019
896232;0;0;500020
896232;0;0;500021
896232;0;0;500022
896232;0;0;500023
896232;0;0;500024
896232;0;0;500025
896232;0;0;500026
896232;0;0;500027
896232;0;0;500028
896232;0;0;500029
896232;0;0;500030
896232;0;0;500031
896232;0;0;500032
896232;0;0;500033
896232;0;0;500034
896232;0;0;500035
896232;0;0;500036
896232;0;0;500037
896232;0;0;500038
896232;0;0;500039
202179;9;5;500138
335704;9;3;500167
185049;1;1;500204
185049;1;2;500205
185049;1;3;500206
185049;1;4;500207
185049;1;5;500208
185049;2;89;500209
185049;0;0;500210
185049;0;0;500211
185049;0;0;500212
185049;0;0;500213
185049;0;0;500214
185049;0;0;500215
185049;0;0;500216
185049;0;0;500217
185049;0;0;500218
185049;0;0;500219
185049;0;0;500221
185049;0;0;500222
185049;0;0;500223
185049;0;0;500224
185049;0;0;500225
185049;0;0;500226
185049;0;0;500227
185049;0;0;500228
185049;0;0;500229
185049;0;0;500230
76987;4;5;500231
76987;4;7;500232
76987;4;13;500233
76987;1;11;500234
76987;1;10;500235
76987;3;7;500236
76987;3;6;500237
76987;2;9;500238
76987;1;3;500239
76987;3;4;500240
76987;3;12;500241
76987;1;12;500242
76987;2;11;500243
76987;4;8;500244
76987;4;10;500245
76987;4;6;500246
76987;2;4;500247
76987;2;8;500248
76987;2;7;500249
76987;1;7;500250
76987;3;11;500251
76987;4;11;500252
76987;4;2;500253
76987;3;2;500254
76987;2;5;500255
76987;1;9;500256
76987;2;1;500257
76987;4;1;500258
76987;3;8;500259
76987;4;9;500260
76987;3;9;500261
76987;1;6;500262
76987;2;2;500263
76987;1;2;500264
76987;2;13;500265
76987;4;4;500266
76987;3;13;500267
76987;3;5;500268
76987;2;12;500269
76987;1;1;500270
76987;1;5;500271
76987;1;4;500272
76987;4;3;500273
76987;2;6;500274
76987;3;10;500275
76987;2;10;500276
76987;3;3;500277
76987;2;3;500279
47701;0;0;500280
47701;0;0;500281
439051;2;8;500282
439051;3;7;500283
439051;3;1;500284
247135;1;4;500285
247135;1;12;500286
247135;1;3;500287
247135;1;5;500288
247135;1;10;500289
247135;1;7;500290
247135;1;9;500291
247135;1;1;500292
247135;1;2;500293
247135;1;8;500294
247135;1;6;500295
247135;1;11;500296
78556;1;1;500297
78556;1;4;500298
78556;1;5;500299
86659;5;13;500300
86659;5;15;500301
86659;5;16;500302
86659;5;19;500303
86659;5;23;500304
86659;5;24;500305
86659;5;25;500306
86659;5;26;500307
86659;6;1;500308
86659;6;4;500309
86659;6;5;500310
86659;6;6;500311
86659;6;7;500312
86659;6;8;500313
86659;7;1;500314
86659;7;10;500315
86659;8;0;500316
86659;7;3;500317
86659;7;4;500318
86659;7;5;500319
86659;7;6;500320
86659;7;7;500321
86659;7;8;500322
86659;7;9;500323
86659;8;1;500324
86659;8;2;500325
86659;8;3;500326
86659;8;4;500327
86659;8;5;500328
86659;8;6;500329
86659;8;7;500330
86659;9;1;500331
86659;9;2;500332
86659;9;3;500333
86659;5;21;500334
86659;4;2;500335
86659;5;3;500336
86659;5;1;500337
86659;5;5;500338
86659;3;4;500339
86659;4;3;500340
86659;3;2;500341
86659;2;6;500342
86659;6;2;500343
86659;5;18;500344
86659;5;10;500345
86659;5;20;500346
86659;5;12;500347
86659;1;2;500348
86659;5;7;500349
86659;3;5;500350
86659;4;1;500351
86659;1;6;500352
86659;1;3;500353
86659;2;1;500354
86659;2;4;500355
86659;1;0;500356
86659;5;11;500357
86659;5;2;500358
86659;1;7;500359
86659;2;5;500360
86659;1;4;500361
86659;4;4;500362
86659;1;5;500363
86659;2;7;500364
86659;5;9;500365
86659;5;22;500366
86659;6;3;500367
86659;3;6;500368
86659;4;6;500369
86659;5;8;500370
86659;3;1;500371
86659;2;3;500372
86659;4;5;500373
86659;3;3;500374
86659;2;2;500375
424586;0;0;500376
424586;0;0;500377
424586;0;0;500378
424586;0;0;500379
424586;0;0;500380
424586;0;0;500381
424586;0;0;500382
424586;0;0;500383
424586;0;0;500384
424586;0;0;500385
424586;0;0;500386
424586;0;0;500387
424586;0;0;500388
424586;0;0;500389
424586;0;0;500390
424586;0;0;500391
424586;0;0;500392
424586;0;0;500393
424586;0;0;500394
424586;0;0;500395
424586;0;0;500396
424586;0;0;500397
424586;0;0;500398
424586;0;0;500399
424586;0;0;500400
424586;0;0;500401
424586;0;0;500402
424586;0;0;500403
424586;0;0;500404
424586;0;0;500405
424586;0;0;500406
424586;0;0;500407
424586;0;0;500408
424586;0;0;500409
424586;0;0;500410
424586;0;0;500411
424586;0;0;500412
424586;0;0;500413
424586;0;0;500414
424586;0;0;500415
424586;0;0;500416
424586;0;0;500417
424586;0;0;500418
424586;0;0;500419
424586;0;0;500420
424586;0;0;500421
424586;0;0;500422
424586;0;0;500423
424586;0;0;500424
424586;0;0;500425
424586;0;0;500426
424586;0;0;500427
424586;0;0;500428
424586;0;0;500429
424586;0;0;500430
424586;0;0;500431
424586;0;0;500432
424586;0;0;500433
424586;0;0;500434
424586;0;0;500435
424586;0;0;500436
424586;0;0;500437
424586;0;0;500438
424586;0;0;500439
424586;0;0;500440
424586;0;0;500441
424586;0;0;500442
424586;0;0;500443
424586;0;0;500444
424586;0;0;500445
424586;0;0;500446
424586;0;0;500447
424586;0;0;500448
424586;0;0;500449
424586;0;0;500450
424586;0;0;500451
424586;0;0;500452
424586;0;0;500453
424586;0;0;500454
424586;0;0;500455
424586;0;0;500456
424586;0;0;500457
424586;0;0;500458
424586;0;0;500459
424586;0;0;500460
424586;0;0;500461
424586;0;0;500462
424586;0;0;500463
424586;0;0;500464
424586;0;0;500465
424586;0;0;500466
424586;0;0;500467
424586;0;0;500468
424586;0;0;500469
424586;0;0;500470
424586;0;0;500471
424586;0;0;500472
424586;0;0;500473
424586;0;0;500474
424586;0;0;500475
424586;0;0;500476
424586;0;0;500477
424586;0;0;500478
424586;0;0;500479
424586;0;0;500480
424586;0;0;500481
424586;0;0;500482
424586;0;0;500483
424586;0;0;500484
424586;0;0;500485
424586;0;0;500486
424586;0;0;500487
424586;0;0;500488
424586;0;0;500489
424586;0;0;500490
424586;0;0;500491
424586;0;0;500492
424586;0;0;500493
424586;0;0;500494
424586;0;0;500495
424586;0;0;500496
424586;0;0;500497
424586;0;0;500498
424586;0;0;500499
424586;0;0;500500
424586;0;0;500501
424586;0;0;500502
424586;0;0;500503
424586;0;0;500504
424586;0;0;500505
424586;0;0;500506
424586;0;0;500507
424586;0;0;500508
424586;0;0;500509
424586;0;0;500510
424586;0;0;500511
424586;0;0;500512
424586;0;0;500513
424586;0;0;500514
424586;0;0;500515
424586;0;0;500516
424586;0;0;500517
424586;0;0;500518
424586;0;0;500519
424586;0;0;500520
424586;0;0;500521
424586;0;0;500522
424586;0;0;500523
424586;0;0;500524
424586;0;0;500525
424586;0;0;500526
424586;0;0;500527
424586;0;0;500528
424586;0;0;500529
424586;0;0;500530
424586;0;0;500531
424586;0;0;500532
424586;0;0;500533
424586;0;0;500534
424586;0;0;500535
424586;0;0;500536
424586;0;0;500537
424586;0;0;500538
424586;0;0;500539
424586;0;0;500540
424586;0;0;500541
424586;0;0;500542
424586;0;0;500543
424586;0;0;500544
424586;0;0;500545
424586;0;0;500546
424586;0;0;500547
424586;0;0;500548
424586;0;0;500549
424586;0;0;500550
424586;0;0;500551
424586;0;0;500552
424586;0;0;500553
424586;0;0;500554
424586;0;0;500555
424586;0;0;500556
424586;0;0;500557
424586;0;0;500558
424586;0;0;500559
424586;0;0;500560
424586;0;0;500561
424586;0;0;500562
424586;0;0;500563
424586;0;0;500564
424586;0;0;500565
424586;0;0;500566
424586;0;0;500567
424586;0;0;500568
424586;0;0;500569
424586;0;0;500570
424586;0;0;500571
424586;0;0;500572
424586;0;0;500573
424586;0;0;500574
424586;0;0;500575
424586;0;0;500576
424586;0;0;500577
424586;0;0;500578
424586;0;0;500579
424586;0;0;500580
424586;0;0;500581
424586;0;0;500582
424586;0;0;500583
424586;0;0;500584
424586;0;0;500585
424586;0;0;500586
424586;0;0;500587
424586;0;0;500588
424586;0;0;500589
424586;0;0;500590
424586;0;0;500591
424586;0;0;500592
424586;0;0;500593
424586;0;0;500594
424586;0;0;500595
424586;0;0;500596
424586;0;0;500597
424586;0;0;500598
424586;0;0;500599
424586;0;0;500600
424586;0;0;500601
424586;0;0;500602
424586;0;0;500603
424586;0;0;500604
424586;0;0;500605
424586;0;0;500606
424586;0;0;500607
424586;0;0;500608
424586;0;0;500609
424586;0;0;500610
424586;0;0;500611
424586;0;0;500612
424586;0;0;500613
424586;0;0;500614
424586;0;0;500615
424586;0;0;500616
424586;0;0;500617
424586;0;0;500618
424586;0;0;500619
424586;0;0;500620
424586;0;0;500621
424586;0;0;500622
424586;0;0;500623
424586;0;0;500624
424586;0;0;500625
424586;0;0;500626
424586;0;0;500627
424586;0;0;500628
424586;0;0;500629
424586;0;0;500630
424586;0;0;500631
424586;0;0;500632
424586;0;0;500633
424586;0;0;500634
424586;0;0;500635
424586;0;0;500636
424586;0;0;500637
424586;0;0;500638
424586;0;0;500639
424586;0;0;500640
424586;0;0;500641
424586;0;0;500642
424586;0;0;500643
424586;0;0;500644
424586;0;0;500645
424586;0;0;500646
424586;0;0;500647
424586;0;0;500648
424586;0;0;500649
424586;0;0;500650
424586;0;0;500651
424586;0;0;500652
424586;0;0;500653
424586;0;0;500654
424586;0;0;500655
424586;0;0;500656
424586;0;0;500657
424586;0;0;500658
424586;0;0;500659
424586;0;0;500660
424586;0;0;500661
424586;0;0;500662
424586;0;0;500663
424586;0;0;500664
424586;0;0;500665
424586;0;0;500666
424586;0;0;500667
424586;0;0;500668
424586;0;0;500669
424586;0;0;500670
424586;0;0;500671
424586;0;0;500672
424586;0;0;500673
424586;0;0;500674
424586;0;0;500675
424586;0;0;500676
424586;0;0;500677
424586;0;0;500678
424586;0;0;500679
424586;0;0;500680
424586;0;0;500681
424586;0;0;500682
424586;0;0;500683
424586;0;0;500684
424586;0;0;500685
424586;0;0;500686
424586;0;0;500687
424586;0;0;500688
424586;0;0;500689
424586;0;0;500690
424586;0;0;500691
424586;0;0;500692
424586;0;0;500693
424586;0;0;500694
424586;0;0;500695
424586;0;0;500696
424586;0;0;500697
424586;0;0;500698
424586;0;0;500699
424586;0;0;500700
424586;0;0;500701
424586;0;0;500702
424586;0;0;500703
424586;0;0;500704
424586;0;0;500705
424586;0;0;500706
424586;0;0;500707
424586;0;0;500708
424586;0;0;500709
424586;0;0;500710
424586;0;0;500711
424586;0;0;500712
424586;0;0;500713
424586;0;0;500714
424586;0;0;500715
424586;0;0;500716
424586;0;0;500717
424586;0;0;500718
424586;0;0;500719
424586;0;0;500720
424586;0;0;500721
424586;0;0;500722
424586;0;0;500723
424586;0;0;500724
424586;0;0;500725
424586;0;0;500726
424586;0;0;500727
424586;0;0;500728
424586;0;0;500729
424586;0;0;500730
424586;0;0;500731
424586;0;0;500732
424586;0;0;500733
424586;0;0;500734
424586;0;0;500735
424586;0;0;500736
424586;0;0;500737
424586;0;0;500738
424586;0;0;500739
424586;0;0;500740
424586;0;0;500741
424586;0;0;500742
424586;0;0;500743
424586;0;0;500744
424586;0;0;500745
424586;0;0;500746
424586;0;0;500747
299233;1;7;500748
299233;1;2;500749
299233;1;8;500750
299233;1;3;500751
299233;1;6;500752
484020;0;0;500753
54574;1;14;500754
54574;1;4;500755
54574;1;9;500756
54574;1;8;500757
54574;1;7;500758
54574;1;11;500759
54574;1;5;500760
54574;1;12;500761
54574;1;13;500762
54574;1;6;500763
54574;1;2;500764
54574;1;10;500765
54574;1;3;500766
54574;1;1;500767
138216;1;8;500768
138216;1;2;500769
138216;1;3;500770
138216;1;9;500771
138216;1;1;500772
105927;5;2;500773
105927;3;6;500774
105927;5;3;500775
105927;1;5;500776
105927;3;12;500777
105927;5;7;500778
105927;3;1;500779
105927;5;10;500780
431502;0;0;500781
431502;0;0;500782
431502;0;0;500783
431502;0;0;500784
431502;0;0;500785
431502;0;0;500786
431502;0;0;500787
431502;0;0;500788
431502;0;0;500789
431502;0;0;500790
431502;0;0;500791
431502;0;0;500792
431502;0;0;500793
431502;0;0;500794
431502;0;0;500795
431502;0;0;500796
431502;0;0;500797
302066;0;0;500798
423609;0;0;500799
423609;0;0;500800
423609;0;0;500801
423609;0;0;500802
423609;0;0;500803
423609;0;0;500804
423609;0;0;500805
423609;0;0;500806
423609;0;0;500807
423609;0;0;500808
423609;0;0;500809
423609;0;0;500810
423609;0;0;500811
423609;0;0;500812
423609;0;0;500813
423609;0;0;500814
423609;0;0;500815
423609;0;0;500816
423609;0;0;500817
423609;0;0;500818
423609;0;0;500819
278842;4;15;500820
286333;0;0;500821
399943;2;1;500822
399943;1;4;500823
399943;2;3;500825
399943;2;4;500826
399943;1;3;500827
399943;3;1;500828
399943;3;5;500829
399943;1;1;500830
399943;5;3;500832
399943;2;5;500833
399943;3;3;500834
399943;4;1;500835
399943;4;2;500836
399943;3;2;500838
399943;1;2;500839
399943;5;1;500840
399943;5;2;500841
399943;2;2;500842
426635;1;1;500843
426635;1;2;500844
426635;1;3;500845
426635;1;4;500846
426635;1;5;500847
426635;1;6;500848
426635;1;7;500849
426635;1;8;500850
426635;1;9;500851
426635;2;1;500852
312078;0;0;500853
54509;0;0;500854
373474;1;10;500855
373474;3;13;500856
373474;3;9;500857
373474;3;5;500858
373474;3;1;500859
373474;3;2;500860
373474;1;14;500861
373474;2;8;500862
373474;3;16;500863
373474;2;14;500864
373474;1;11;500865
373474;1;17;500866
373474;2;7;500867
373474;3;18;500868
373474;1;15;500869
373474;3;8;500870
373474;3;14;500871
373474;1;4;500872
373474;2;6;500873
373474;1;3;500874
373474;2;15;500875
373474;2;3;500876
373474;3;7;500877
373474;2;5;500878
373474;3;6;500879
373474;1;16;500880
373474;1;9;500881
373474;2;11;500882
373474;1;6;500883
373474;3;4;500884
373474;2;2;500885
373474;2;17;500886
373474;3;11;500887
373474;2;16;500888
373474;1;1;500889
373474;2;10;500890
373474;2;9;500891
373474;2;4;500892
373474;2;1;500893
373474;3;12;500894
373474;3;15;500895
373474;1;18;500896
373474;1;2;500897
373474;1;5;500898
373474;1;7;500899
373474;1;8;500900
373474;3;10;500901
373474;2;12;500902
373474;2;13;500903
373474;3;3;500905
373474;1;12;500906
373474;2;18;500907
373474;1;13;500908
337750;1;76;500909
316956;0;0;500910
316956;0;0;500911
316956;0;0;500912
316956;0;0;500913
316956;0;0;500914
316956;0;0;500915
108681;1;3;500916
108681;1;6;500917
108681;2;2;500918
108681;2;5;500919
108681;1;5;500920
108681;1;2;500921
108681;1;4;500922
108681;1;0;500923
108681;2;3;500924
108681;2;4;500925
108681;1;7;500926
108681;2;6;500927
108681;2;1;500928
108681;2;7;500929
397754;1;1;500933
397754;1;3;500934
397754;1;2;500935
448946;2;8;500936
433319;2;44;500937
433319;2;14;500938
449122;1;1;500939
449122;1;2;500940
449122;0;0;500941
449122;0;0;500942
449122;0;0;500943
449122;0;0;500944
449122;0;0;500945
449122;0;0;500946
449122;0;0;500947
449122;0;0;500948
449122;0;0;500949
449122;0;0;500950
449122;0;0;500951
449122;0;0;500952
449122;0;0;500953
449122;0;0;500954
449122;0;0;500955
365969;1;2;500956
