"parentTconst";"seasonNumber";"episodeNumber";"title_basics_titleBasicsId"
163924;7;17;509516
163924;5;35;509517
163924;3;25;509518
163924;5;7;509519
163924;3;15;509520
163924;2;12;509521
163924;5;25;509522
163924;2;29;509523
163924;7;32;509524
163924;2;34;509525
163924;4;26;509526
163924;2;27;509527
163924;4;12;509528
163924;8;7;509529
163924;2;42;509530
163924;7;14;509531
163924;4;33;509532
163924;8;35;509533
163924;1;29;509534
163924;1;34;509535
163924;6;37;509536
163924;4;31;509537
163924;5;6;509538
163924;6;42;509539
163924;4;13;509540
163924;2;37;509541
163924;8;5;509542
163924;3;37;509543
163924;8;24;509544
163924;7;22;509545
163924;5;22;509546
163924;4;23;509547
163924;8;16;509548
163924;3;39;509549
163924;7;16;509550
163924;2;32;509551
163924;7;25;509552
163924;1;36;509553
163924;4;6;509554
163924;3;35;509555
163924;2;9;509556
163924;8;26;509557
163924;5;41;509558
163924;2;14;509559
163924;6;43;509560
163924;8;18;509561
163924;6;18;509562
163924;1;5;509563
163924;4;11;509564
163924;5;29;509565
163924;6;20;509566
163924;5;12;509567
163924;1;16;509568
163924;6;25;509569
163924;7;29;509570
163924;6;6;509571
163924;7;37;509572
163924;7;1;509573
163924;1;39;509574
163924;3;29;509575
163924;8;34;509576
163924;5;10;509577
163924;6;9;509578
163924;5;1;509579
163924;7;2;509580
163924;6;40;509581
163924;1;35;509582
163924;8;36;509583
163924;7;28;509584
163924;3;19;509585
163924;7;35;509586
163924;8;2;509587
163924;2;39;509588
163924;5;15;509589
163924;7;33;509590
163924;1;31;509591
163924;6;14;509592
163924;7;21;509593
163924;7;6;509594
163924;5;21;509595
163924;8;21;509596
163924;4;29;509597
163924;1;23;509598
163924;8;6;509599
163924;6;21;509600
163924;5;14;509601
163924;7;8;509602
163924;5;5;509603
163924;4;27;509604
163924;3;26;509605
163924;2;10;509606
163924;6;35;509607
163924;4;25;509608
163924;8;39;509609
163924;8;29;509610
163924;1;20;509611
163924;8;22;509612
163924;2;13;509613
163924;8;28;509614
163924;5;23;509615
163924;3;14;509616
163924;6;36;509617
163924;8;19;509618
163924;8;40;509619
163924;2;24;509620
163924;5;32;509621
163924;4;8;509622
163924;6;15;509623
163924;6;7;509624
163924;5;19;509625
163924;2;22;509626
163924;4;34;509627
163924;8;3;509628
163924;6;19;509629
163924;4;21;509630
163924;5;4;509631
163924;1;21;509632
163924;6;27;509633
163924;1;18;509634
163924;8;30;509635
163924;3;41;509636
163924;6;24;509637
163924;5;16;509638
163924;8;37;509639
163924;3;33;509640
163924;1;11;509641
163924;6;11;509642
163924;3;36;509643
163924;3;28;509644
163924;6;32;509645
163924;1;13;509646
163924;4;1;509647
163924;2;19;509648
163924;7;38;509649
163924;6;8;509650
163924;2;4;509651
163924;4;42;509652
163924;1;24;509653
163924;1;37;509654
163924;6;41;509655
163924;7;40;509656
163924;5;2;509657
163924;4;22;509658
163924;2;38;509659
163924;6;23;509660
163924;2;36;509661
163924;5;30;509662
163924;8;38;509663
163924;5;13;509664
163924;1;8;509665
163924;7;34;509666
163924;2;30;509667
163924;8;11;509668
163924;2;31;509669
163924;8;33;509670
163924;4;16;509671
163924;6;34;509672
163924;6;30;509673
163924;4;10;509674
163924;1;26;509675
163924;2;33;509676
163924;6;1;509677
163924;2;1;509678
163924;2;2;509679
163924;1;22;509680
163924;3;24;509681
163924;5;42;509682
163924;7;19;509683
163924;6;10;509684
163924;3;1;509685
163924;3;2;509686
163924;3;27;509687
163924;4;2;509688
163924;5;34;509689
163924;2;35;509690
163924;7;24;509691
163924;4;38;509692
163924;5;31;509693
163924;8;12;509694
163924;5;20;509695
163924;4;32;509696
163924;7;4;509697
163924;6;33;509698
163924;1;27;509699
163924;5;43;509700
163924;4;14;509701
163924;5;37;509702
163924;7;15;509703
280229;1;4;509704
280229;1;6;509705
280229;1;1;509706
280229;1;5;509707
280229;1;2;509708
280229;1;3;509709
111875;10;3;509710
111875;6;10;509711
111875;9;1;509712
111875;7;5;509713
111875;4;6;509714
111875;0;0;509715
111875;0;0;509716
111875;0;0;509717
111875;0;0;509718
111875;0;0;509719
111875;0;0;509720
111875;0;0;509721
111875;10;4;509722
111875;10;1;509723
111875;0;0;509724
111875;0;0;509725
111875;1;8;509726
111875;0;0;509727
111875;0;0;509728
111875;0;0;509729
111875;0;0;509730
111875;3;10;509731
111875;0;0;509732
111875;4;5;509733
111875;0;0;509734
111875;0;0;509735
111875;7;8;509736
111875;7;7;509737
111875;10;13;509739
111875;8;16;509740
111875;0;0;509741
111875;0;0;509742
111875;9;3;509743
111875;4;20;509744
111875;0;0;509745
111875;0;0;509746
111875;0;0;509747
101036;3;7;509748
101036;4;6;509749
101036;3;9;509750
101036;2;14;509751
101036;1;16;509752
101036;2;21;509753
101036;1;18;509754
101036;2;16;509755
101036;3;10;509756
101036;4;10;509757
101036;4;24;509758
101036;1;10;509759
101036;3;4;509760
101036;4;14;509761
101036;4;11;509762
101036;1;7;509763
101036;3;3;509764
101036;4;13;509765
101036;3;20;509766
101036;1;5;509767
101036;3;13;509768
101036;4;9;509769
101036;3;17;509770
101036;3;25;509771
101036;2;12;509772
101036;2;8;509773
101036;2;6;509774
101036;4;3;509775
101036;2;23;509776
101036;2;15;509777
101036;2;20;509778
101036;1;21;509779
101036;3;8;509780
101036;2;1;509781
101036;1;11;509782
101036;4;27;509783
101036;1;15;509784
101036;2;11;509785
101036;1;19;509786
90394;1;1;509787
90394;2;1;509788
90394;2;2;509789
90394;2;4;509790
66626;9;15;509791
66626;5;19;509792
66626;4;21;509793
66626;4;17;509794
66626;6;18;509795
66626;8;1;509796
66626;1;4;509797
66626;3;17;509798
66626;3;20;509799
66626;2;23;509800
66626;5;9;509801
66626;1;10;509802
66626;2;18;509803
66626;3;13;509804
66626;4;7;509805
66626;3;1;509806
66626;2;16;509807
66626;8;10;509808
66626;8;11;509809
66626;5;11;509810
66626;4;10;509811
66626;3;15;509812
66626;2;3;509813
66626;6;17;509814
66626;6;3;509815
66626;6;4;509816
66626;7;24;509817
66626;1;3;509818
66626;8;8;509819
66626;7;3;509820
66626;7;1;509821
66626;7;2;509822
66626;7;17;509823
66626;6;12;509824
66626;5;13;509825
66626;7;25;509826
66626;3;2;509827
66626;8;7;509828
66626;5;6;509829
66626;9;7;509830
66626;5;4;509831
66626;8;9;509832
66626;7;12;509833
66626;6;20;509834
66626;8;17;509835
66626;9;18;509836
66626;7;8;509837
66626;6;14;509838
66626;6;15;509839
66626;9;10;509840
66626;6;6;509841
66626;2;13;509842
66626;3;18;509843
66626;8;3;509844
66626;2;12;509845
66626;6;8;509846
66626;4;3;509847
66626;3;6;509848
66626;9;21;509849
66626;2;20;509850
66626;1;9;509851
66626;9;8;509852
66626;2;4;509853
66626;2;22;509854
66626;8;4;509855
66626;8;5;509856
66626;2;7;509857
66626;4;15;509858
66626;4;9;509859
66626;8;13;509860
66626;9;5;509861
66626;5;22;509862
66626;6;24;509863
66626;2;15;509864
66626;9;2;509865
66626;4;18;509866
66626;3;21;509867
66626;7;22;509868
66626;3;9;509869
66626;3;10;509870
66626;5;12;509871
66626;1;6;509872
66626;6;13;509873
66626;2;2;509874
66626;6;10;509875
66626;3;4;509876
66626;3;23;509877
66626;4;19;509878
66626;7;14;509879
66626;6;9;509880
66626;4;6;509881
66626;6;22;509882
66626;1;5;509883
66626;1;8;509884
66626;3;5;509885
66626;5;5;509886
66626;4;20;509887
66626;9;1;509888
66626;8;18;509889
66626;2;24;509890
66626;1;1;509891
66626;6;7;509892
66626;7;18;509893
66626;5;24;509894
66626;8;12;509895
66626;7;21;509896
66626;3;11;509897
66626;5;14;509898
66626;1;7;509899
66626;6;19;509900
66626;2;17;509901
66626;8;22;509902
66626;6;5;509903
66626;2;9;509904
66626;7;11;509905
66626;6;16;509906
66626;5;23;509907
66626;3;16;509908
66626;4;23;509909
66626;5;16;509910
66626;9;9;509911
66626;9;3;509912
66626;2;21;509913
66626;4;12;509914
66626;8;20;509915
66626;9;17;509916
66626;9;20;509917
66626;7;19;509918
66626;1;12;509919
66626;8;16;509920
66626;7;9;509921
66626;9;16;509922
66626;5;15;509923
66626;2;8;509924
66626;7;16;509925
66626;8;21;509926
66626;5;1;509927
66626;3;7;509928
66626;8;15;509929
66626;7;15;509930
66626;2;6;509931
66626;2;14;509932
66626;9;23;509933
66626;1;13;509934
66626;3;19;509935
66626;2;10;509936
66626;5;17;509937
66626;3;14;509938
66626;2;11;509939
66626;7;6;509940
66626;7;7;509941
66626;9;19;509942
66626;9;24;509943
66626;2;1;509944
66626;8;24;509945
66626;4;13;509946
66626;3;3;509947
66626;7;4;509948
66626;7;5;509949
66626;9;25;509950
66626;8;6;509951
66626;4;1;509952
66626;9;6;509953
66626;9;4;509954
66626;5;8;509955
66626;1;2;509956
362404;1;18;509957
362404;2;19;509958
362404;2;7;509959
362404;1;2;509960
362404;1;14;509961
362404;1;12;509962
362404;3;10;509963
362404;3;5;509964
362404;2;13;509965
362404;2;12;509966
362404;2;15;509967
362404;2;22;509968
362404;1;3;509969
362404;2;20;509970
362404;2;10;509971
362404;1;11;509972
362404;3;2;509973
362404;2;4;509974
362404;1;22;509975
362404;1;15;509976
362404;1;16;509977
362404;1;9;509978
362404;1;4;509979
362404;3;3;509980
362404;2;11;509981
362404;3;8;509982
362404;3;9;509983
362404;2;6;509984
362404;3;4;509985
362404;2;17;509986
362404;3;12;509987
362404;2;14;509988
362404;1;17;509989
362404;2;8;509990
362404;2;18;509991
362404;1;1;509992
362404;1;21;509993
362404;2;2;509994
362404;2;1;509995
362404;2;21;509996
362404;3;6;509997
362404;2;16;509998
362404;1;7;509999
362404;3;1;510000
362404;2;3;510001
362404;2;9;510002
362404;3;7;510003
362404;1;20;510004
362404;1;8;510005
362404;1;6;510006
362404;1;13;510007
362404;1;19;510008
362404;3;11;510009
215510;1;3;510010
215510;1;12;510011
215510;3;10;510012
215510;2;2;510013
215510;1;10;510014
215510;3;12;510015
215510;2;12;510016
215510;2;5;510017
215510;2;8;510018
215510;2;6;510019
215510;3;9;510020
215510;1;2;510021
215510;2;7;510022
215510;3;2;510023
215510;1;4;510024
215510;3;1;510025
215510;2;4;510026
215510;3;5;510027
215510;1;5;510028
215510;1;9;510029
215510;3;7;510030
215510;1;8;510031
215510;1;11;510032
215510;3;13;510033
215510;2;9;510034
215510;2;10;510035
215510;1;6;510036
215510;1;7;510037
108693;1;17;510038
108693;1;6;510039
108693;1;11;510040
108693;1;9;510041
108693;1;12;510042
108693;1;13;510043
108693;1;1;510044
108693;1;7;510045
108693;1;15;510046
108693;1;18;510047
108693;1;10;510048
108693;1;5;510049
108693;1;2;510050
108693;1;8;510051
108693;1;16;510052
108693;1;3;510053
108693;1;19;510054
108693;1;4;510055
198191;0;0;510056
285334;1;1;510057
285334;1;5;510058
472939;1;7;510059
472939;1;5;510060
472939;1;4;510061
472939;1;1;510062
472939;1;3;510063
472939;1;2;510064
472939;1;6;510065
220194;1;5;510066
220194;1;1;510067
428084;1;1;510068
428084;1;4;510069
428084;2;5;510070
428084;1;2;510071
428084;1;3;510072
428084;1;5;510073
428084;2;1;510074
162064;2;1;510075
162064;0;0;510076
111876;5;3;510077
111876;1;1;510078
111876;6;7;510079
111876;5;9;510080
229102;3;1;510081
229102;3;8;510082
229102;1;7;510083
229102;3;2;510084
488438;1;8;510085
488438;1;2;510086
488438;1;1;510087
488438;1;3;510088
488438;1;5;510089
488438;1;4;510090
488438;1;6;510091
488438;1;7;510092
432384;1;2;510093
432384;1;3;510094
432384;1;1;510095
164994;1;6;510096
164994;1;10;510097
164994;1;7;510098
164994;1;20;510099
164994;1;24;510100
164994;1;9;510101
164994;1;15;510102
164994;1;19;510103
164994;1;13;510104
164994;1;11;510105
164994;1;5;510106
164994;1;23;510107
164994;1;18;510108
164994;1;14;510109
164994;1;16;510110
164994;1;22;510111
164994;1;21;510112
164994;1;17;510113
144036;1;9;510114
144036;1;20;510115
144036;1;7;510116
144036;1;11;510117
144036;1;10;510118
144036;1;12;510119
144036;1;5;510120
144036;1;16;510121
144036;1;19;510122
144036;1;6;510123
163431;1;2;510124
163431;1;5;510125
163431;1;7;510126
163431;1;6;510127
163431;1;8;510128
163431;1;1;510129
163431;1;3;510130
163431;1;20;510131
163431;1;4;510132
106084;1;1;510133
106084;1;0;510134
106084;2;2;510135
106084;1;5;510137
106084;1;3;510138
106084;2;1;510139
106084;2;3;510140
106084;1;2;510141
444985;1;1;510143
444985;1;2;510144
444985;1;3;510145
444985;1;4;510146
444985;5;1;510147
444985;5;2;510148
444985;5;3;510149
444985;5;4;510150
444985;5;5;510151
444985;6;1;510152
444985;6;2;510153
444985;6;3;510154
444985;6;4;510155
444985;6;5;510156
444985;7;1;510157
444985;7;10;510158
444985;7;2;510159
444985;7;3;510160
444985;7;4;510161
444985;7;5;510162
444985;7;6;510163
444985;7;7;510164
444985;7;8;510165
444985;8;1;510167
444985;8;2;510168
444985;8;3;510169
444985;8;5;510170
444985;8;6;510171
444985;8;7;510172
444985;8;8;510173
444985;9;2;510174
444985;9;3;510175
444985;9;4;510176
444985;9;5;510177
444985;9;6;510178
444985;9;7;510179
444985;10;1;510180
444985;10;2;510181
444985;10;3;510182
444985;10;4;510183
444985;10;5;510184
444985;11;1;510185
444985;11;2;510186
444985;11;3;510187
444985;11;4;510188
444985;11;5;510189
444985;11;6;510190
444985;11;7;510191
444985;11;8;510192
444985;11;9;510193
444985;12;1;510194
444985;12;2;510195
444985;12;3;510196
444985;12;4;510197
444985;12;5;510198
444985;12;6;510199
444985;12;7;510200
444985;2;1;510201
444985;2;3;510202
444985;2;4;510203
444985;2;5;510204
444985;2;6;510205
444985;2;7;510206
444985;2;8;510207
444985;13;1;510208
444985;13;2;510209
444985;13;3;510210
444985;13;4;510211
444985;13;5;510212
444985;13;6;510213
444985;13;7;510214
444985;14;1;510215
444985;14;2;510216
444985;14;3;510217
444985;14;4;510218
444985;14;5;510219
444985;14;6;510220
444985;14;7;510221
444985;15;1;510222
444985;15;2;510223
444985;15;3;510224
444985;15;4;510225
444985;15;5;510226
444985;15;6;510227
444985;15;7;510228
444985;16;1;510229
444985;16;2;510230
444985;16;3;510231
444985;16;4;510232
444985;16;5;510233
444985;16;6;510234
444985;16;7;510235
444985;17;1;510236
444985;17;2;510237
444985;17;3;510238
444985;17;4;510239
444985;17;5;510240
444985;17;6;510241
444985;17;7;510242
444985;18;1;510243
444985;18;2;510244
444985;18;3;510245
444985;18;4;510246
444985;18;5;510247
444985;18;6;510248
444985;18;7;510249
444985;19;1;510250
444985;19;2;510251
444985;19;3;510252
444985;19;4;510253
444985;19;5;510254
444985;19;6;510255
444985;19;7;510256
444985;20;1;510257
444985;20;2;510258
444985;20;3;510259
444985;20;4;510260
444985;20;5;510261
444985;20;6;510262
444985;20;7;510263
444985;3;1;510264
444985;4;1;510265
118254;5;11;510266
118254;5;21;510267
118254;3;21;510268
118254;1;22;510269
118254;2;13;510270
118254;5;19;510271
118254;1;21;510272
118254;5;9;510273
118254;3;8;510274
118254;1;14;510275
118254;3;16;510276
118254;1;10;510277
118254;4;14;510278
118254;3;2;510279
118254;5;22;510280
118254;3;1;510281
118254;3;6;510282
118254;2;17;510283
118254;4;20;510284
118254;1;2;510285
118254;1;12;510286
118254;3;19;510287
118254;1;8;510288
118254;4;15;510289
118254;5;4;510290
118254;2;3;510291
118254;1;16;510292
118254;5;1;510293
118254;4;2;510294
118254;1;19;510295
118254;2;7;510296
118254;4;12;510297
118254;5;15;510298
118254;3;4;510299
118254;4;22;510300
118254;5;14;510301
118254;3;20;510302
118254;2;23;510303
118254;5;5;510304
118254;3;17;510305
118254;2;11;510306
118254;4;19;510307
118254;3;12;510308
118254;2;4;510309
118254;5;2;510310
118254;3;10;510311
118254;2;8;510312
118254;2;19;510313
118254;5;6;510314
118254;5;16;510315
118254;5;17;510316
118254;2;12;510317
118254;4;7;510318
118254;2;22;510319
118254;2;10;510320
118254;4;11;510321
118254;5;3;510322
118254;5;7;510323
118254;1;15;510324
118254;5;10;510325
118254;1;5;510326
118254;2;20;510327
118254;3;9;510328
118254;3;11;510329
118254;1;1;510330
118254;5;8;510331
118254;3;15;510332
118254;3;13;510333
118254;2;14;510334
118254;4;21;510335
118254;4;13;510336
118254;4;9;510337
118254;3;7;510338
118254;3;3;510339
118254;2;16;510340
118254;4;1;510341
118254;2;15;510342
118254;1;11;510343
118254;2;5;510344
118254;1;4;510345
118254;1;7;510346
118254;1;13;510347
118254;1;9;510348
118254;4;10;510349
118254;4;16;510350
118254;2;21;510351
118254;1;20;510352
118254;1;3;510353
118254;4;5;510354
118254;4;8;510355
118254;5;12;510356
118254;4;18;510357
118254;3;14;510358
118254;1;18;510359
118254;4;23;510360
118254;1;6;510361
118254;4;17;510362
118254;2;1;510363
118254;1;17;510365
118254;1;23;510366
118254;2;2;510367
118254;2;18;510368
118254;4;6;510369
118254;5;18;510370
118254;3;5;510371
118254;3;18;510372
118254;4;3;510373
118254;5;20;510374
118254;4;4;510375
118254;5;13;510376
118254;2;6;510377
118254;2;9;510378
210403;1;4;510379
210403;1;1;510380
210403;1;10;510381
210403;1;2;510382
210403;1;11;510383
169412;1;6;510384
169412;1;2;510385
169412;1;5;510386
169412;1;3;510387
169412;1;4;510388
169412;1;1;510389
168286;1;12;510390
168286;2;3;510391
168286;1;19;510392
168286;1;11;510393
168286;2;4;510394
168286;1;2;510395
168286;3;1;510396
168286;1;17;510397
168286;1;23;510398
168286;1;8;510399
168286;1;13;510400
168286;1;24;510401
168286;3;2;510402
168286;2;5;510403
168286;1;21;510404
168286;1;4;510405
168286;1;18;510406
168286;3;3;510407
168286;3;4;510408
168286;1;22;510409
168286;1;10;510410
168286;1;5;510411
168286;2;1;510412
168286;1;16;510413
168286;1;20;510414
168286;1;6;510415
168286;1;9;510416
168286;1;25;510417
168286;2;2;510418
168286;1;26;510419
168286;1;1;510420
168286;1;7;510421
168286;1;14;510422
168286;1;15;510423
168286;1;3;510424
120919;0;0;510425
120919;0;0;510426
94414;1;5;510428
94414;1;13;510429
105939;1;13;510430
105939;1;8;510431
105939;1;2;510432
105939;1;12;510433
105939;1;4;510434
105939;1;3;510435
105939;1;10;510436
105939;1;5;510437
105939;1;9;510438
105939;1;6;510439
105939;1;11;510440
149413;0;0;510441
149413;0;0;510442
111877;1;3;510443
111877;1;17;510444
111877;1;16;510445
111877;1;19;510446
111877;2;5;510447
111877;1;15;510448
111877;2;7;510449
111877;2;3;510450
111877;2;4;510451
111877;1;1;510452
111877;1;24;510453
111877;2;8;510454
111877;1;20;510455
111877;1;11;510456
111877;1;13;510457
111877;1;22;510458
111877;1;23;510459
111877;1;4;510460
111877;1;2;510461
111877;1;14;510462
111877;1;10;510463
111877;1;12;510464
111877;2;2;510465
111877;1;18;510466
111877;2;1;510467
111877;1;7;510468
111877;1;21;510469
111877;2;9;510470
111877;1;8;510471
111877;1;9;510472
111877;2;10;510473
111877;2;6;510474
111877;1;6;510475
111877;1;5;510476
81825;1;1;510477
81825;1;2;510478
81825;1;3;510479
81825;1;4;510480
81825;1;5;510481
81825;1;7;510482
81825;1;8;510483
118255;4;3;510484
118255;5;5;510485
118255;1;21;510486
118255;6;22;510487
118255;5;3;510488
118255;3;7;510489
118255;6;4;510490
118255;2;8;510491
118255;6;26;510492
118255;9;13;510493
118255;6;23;510494
118255;2;5;510495
118255;8;14;510496
118255;4;26;510497
118255;6;15;510498
118255;5;4;510499
118255;6;5;510500
118255;4;18;510501
118255;3;22;510502
118255;1;25;510503
118255;3;3;510504
118255;8;22;510505
118255;6;21;510506
118255;5;11;510507
118255;6;10;510508
118255;10;7;510509
118255;8;13;510510
118255;7;3;510511
118255;5;1;510512
118255;1;1;510513
118255;10;10;510514
118255;6;24;510515
118255;10;12;510516
118255;5;2;510517
118255;6;12;510518
118255;3;16;510519
118255;3;5;510520
118255;3;23;510521
118255;6;13;510522
118255;8;9;510523
118255;8;12;510524
118255;8;2;510525
118255;4;1;510526
118255;8;15;510527
118255;6;20;510528
118255;7;4;510529
118255;10;11;510530
118255;9;26;510531
118255;3;2;510532
118255;3;24;510533
118255;9;19;510534
118255;2;24;510535
118255;5;20;510536
118255;7;9;510537
118255;2;23;510538
118255;9;18;510539
118255;8;4;510540
118255;8;3;510541
118255;1;15;510542
118255;8;26;510543
118255;5;14;510544
118255;8;10;510545
118255;4;14;510546
118255;4;2;510547
118256;1;19;510548
118256;1;16;510549
118256;1;0;510550
118256;1;12;510551
118256;1;2;510552
118256;1;10;510553
118256;1;18;510554
118256;1;14;510555
118256;1;15;510556
118256;1;8;510557
118256;1;4;510558
118256;1;6;510559
118256;1;5;510560
118256;1;20;510561
118256;1;3;510562
118256;1;7;510563
118256;1;13;510564
118256;1;11;510565
118256;1;9;510566
118256;1;21;510567
118256;1;1;510568
385373;0;0;510569
385373;0;0;510570
373476;0;0;510571
373476;0;0;510572
373476;0;0;510573
373476;0;0;510574
373476;0;0;510575
373476;0;0;510576
373476;0;0;510577
373476;0;0;510578
373476;0;0;510579
373476;0;0;510580
373476;0;0;510581
373476;0;0;510582
373476;0;0;510583
373476;0;0;510584
373476;0;0;510585
373476;0;0;510586
373476;0;0;510587
373476;0;0;510588
231009;0;0;510589
231009;0;0;510590
231009;0;0;510591
231009;0;0;510592
231009;0;0;510593
231009;0;0;510594
231009;0;0;510595
231009;0;0;510596
231009;0;0;510597
231009;0;0;510598
231009;0;0;510599
231009;0;0;510600
231009;0;0;510601
231009;0;0;510602
231009;0;0;510603
231009;0;0;510604
231009;0;0;510605
231009;0;0;510606
231009;0;0;510607
231009;0;0;510608
231009;0;0;510609
231009;0;0;510610
75474;9;6;510611
75474;16;5;510612
75474;11;10;510613
75474;28;1;510614
75474;8;1;510615
75474;27;5;510616
75474;17;8;510617
75474;3;10;510618
75474;18;9;510619
75474;19;4;510620
75474;29;2;510621
75474;17;10;510622
75474;23;6;510624
75474;13;6;510625
75474;17;6;510626
75474;13;5;510627
75474;27;4;510628
75474;13;2;510629
75474;5;3;510630
75474;25;4;510631
75474;12;11;510632
75474;20;5;510633
75474;28;10;510634
75474;1;6;510635
75474;14;2;510636
75474;8;9;510637
75474;12;6;510638
75474;4;8;510639
75474;2;5;510640
75474;10;3;510641
75474;17;4;510642
75474;24;6;510643
75474;8;10;510644
75474;16;7;510645
75474;15;1;510646
75474;26;2;510647
75474;19;10;510648
75474;15;4;510649
75474;13;3;510650
75474;27;2;510651
75474;21;10;510652
75474;4;5;510653
75474;19;3;510654
75474;25;1;510655
75474;3;1;510656
75474;18;7;510657
75474;27;3;510658
75474;1;3;510659
75474;15;11;510660
75474;3;5;510661
75474;13;8;510662
75474;26;8;510663
75474;4;9;510664
75474;29;8;510665
75474;12;10;510666
75474;4;10;510667
75474;15;9;510668
75474;5;7;510669
75474;12;8;510670
75474;4;11;510671
75474;8;11;510672
75474;20;4;510673
75474;9;8;510674
75474;22;5;510675
75474;22;8;510676
75474;10;4;510677
75474;20;2;510678
75474;21;2;510679
75474;14;3;510680
75474;29;4;510681
75474;4;1;510682
75474;2;7;510683
75474;24;12;510684
75474;16;1;510685
75474;21;5;510686
75474;13;4;510687
75474;9;2;510688
75474;9;10;510689
75474;2;12;510690
75474;11;11;510691
75474;15;5;510692
75474;28;8;510693
75474;21;4;510694
75474;12;7;510695
75474;19;5;510696
75474;16;4;510697
75474;23;1;510698
75474;24;8;510699
75474;24;7;510700
75474;17;3;510701
75474;12;3;510702
75474;20;3;510703
75474;21;1;510704
75474;7;4;510705
75474;10;5;510706
75474;8;8;510707
75474;21;8;510708
75474;14;9;510709
75474;18;4;510710
75474;25;8;510711
75474;5;5;510712
75474;16;11;510713
75474;16;9;510714
75474;13;1;510715
75474;14;11;510716
75474;24;11;510717
75474;6;7;510718
75474;11;2;510719
75474;2;10;510720
75474;15;8;510721
75474;7;3;510722
75474;6;5;510723
75474;11;3;510725
75474;9;11;510727
75474;6;8;510728
75474;1;1;510729
75474;16;6;510730
75474;29;5;510731
75474;8;6;510732
75474;2;9;510733
75474;27;10;510734
75474;26;9;510735
75474;3;12;510736
75474;28;9;510737
75474;2;11;510738
75474;26;3;510739
75474;5;4;510740
75474;24;3;510741
75474;24;10;510742
75474;20;8;510743
75474;2;8;510744
75474;20;1;510745
75474;8;12;510746
75474;9;7;510747
75474;5;6;510748
75474;19;6;510749
75474;14;1;510750
75474;23;4;510751
75474;27;7;510752
75474;11;9;510753
75474;23;5;510754
75474;4;4;510755
75474;29;6;510756
75474;26;6;510757
75474;23;7;510758
75474;17;7;510759
75474;19;11;510760
75474;13;7;510761
75474;23;2;510762
75474;28;6;510763
75474;25;10;510764
75474;2;3;510765
75474;24;5;510766
75474;3;9;510767
75474;14;7;510768
75474;13;10;510769
75474;27;1;510770
75474;21;7;510771
75474;12;12;510772
75474;28;4;510773
75474;16;10;510774
75474;11;8;510775
75474;28;3;510776
75474;25;6;510777
75474;12;9;510778
75474;2;4;510779
75474;25;5;510780
75474;6;6;510781
75474;9;1;510782
75474;3;11;510783
75474;12;4;510784
75474;14;4;510785
75474;14;8;510786
75474;2;1;510787
75474;27;9;510788
75474;26;7;510789
75474;16;2;510790
75474;19;8;510791
75474;7;10;510792
75474;26;1;510793
75474;10;10;510794
75474;10;11;510795
75474;8;7;510796
75474;9;3;510797
75474;24;2;510798
75474;5;1;510799
75474;18;10;510800
75474;7;8;510801
75474;15;2;510802
75474;9;4;510803
75474;18;11;510804
75474;10;7;510805
75474;15;6;510806
75474;21;11;510807
75474;9;5;510808
75474;6;4;510809
75474;29;7;510810
75474;21;3;510811
75474;25;3;510812
75474;25;2;510813
75474;6;9;510814
75474;3;13;510815
75474;23;3;510816
75474;7;7;510818
75474;7;2;510819
75474;26;5;510820
75474;12;1;510821
75474;10;8;510822
75474;13;9;510823
75474;1;7;510824
75474;17;5;510825
75474;17;2;510826
75474;15;7;510827
75474;15;10;510828
75474;7;6;510829
75474;15;3;510830
75474;3;2;510831
75474;18;1;510832
75474;1;8;510833
75474;4;3;510834
75474;2;13;510835
75474;21;9;510836
75474;26;4;510837
75474;29;1;510838
75474;11;12;510839
75474;4;6;510840
75474;3;3;510841
75474;4;2;510842
75474;18;3;510843
75474;18;8;510844
75474;23;8;510845
75474;14;10;510846
75474;21;12;510847
75474;3;7;510848
75474;20;6;510849
75474;2;2;510850
75474;3;4;510851
75474;19;2;510852
75474;19;9;510853
75474;17;9;510854
75474;3;6;510855
75474;8;3;510856
75474;22;4;510857
75474;28;2;510858
75474;8;5;510859
75474;22;2;510860
75474;20;7;510861
75474;22;7;510862
75474;20;10;510863
75474;24;4;510864
75474;5;2;510865
75474;28;5;510866
75474;12;2;510867
75474;22;1;510868
75474;10;2;510869
75474;14;6;510870
75474;25;9;510871
75474;4;7;510872
75474;7;1;510873
75474;27;6;510874
75474;10;12;510875
75474;10;6;510876
75474;3;8;510877
75474;6;2;510878
75474;6;10;510880
75474;27;8;510881
75474;6;1;510882
75474;14;5;510883
75474;22;3;510884
75474;22;9;510885
75474;11;1;510886
75474;24;1;510887
75474;24;9;510888
75474;28;7;510889
75474;11;4;510890
75474;27;11;510891
75474;6;3;510892
75474;19;7;510893
75474;18;6;510894
75474;16;3;510895
75474;10;9;510896
75474;29;3;510897
75474;17;11;510898
75474;9;12;510899
75474;22;6;510900
75474;19;1;510901
75474;11;7;510902
75474;12;5;510903
75474;7;9;510904
75474;5;8;510905
75474;1;9;510906
75474;25;7;510907
75474;18;5;510908
75474;4;12;510909
75474;11;6;510910
75474;8;4;510911
75474;11;5;510912
75474;9;9;510913
75474;20;9;510914
75474;2;6;510915
75474;10;1;510916
75474;1;5;510917
75474;8;2;510918
75474;21;6;510919
84971;1;5;510920
84971;1;6;510921
84971;1;3;510922
