"titleBasicsId";"titleType";"primaryTitle";"originalTitle";"isAdult";"startYear";"endYear";"runTimeMinutes";"genres"
1;"short";"Carmencita";"Carmencita";0;"1894";"";1;""
2;"short";"Le clown et ses chiens";"Le clown et ses chiens";0;"1892";"";5;""
3;"short";"Pauvre Pierrot";"Pauvre Pierrot";0;"1892";"";4;""
4;"short";"Un bon bock";"Un bon bock";0;"1892";"";12;""
5;"short";"Blacksmith Scene";"Blacksmith Scene";0;"1893";"";1;""
6;"short";"Chinese Opium Den";"Chinese Opium Den";0;"1894";"";1;""
7;"short";"Corbett and Courtney Before the Kinetograph";"Corbett and Courtney Before the Kinetograph";0;"1894";"";1;""
8;"short";"Edison Kinetoscopic Record of a Sneeze";"Edison Kinetoscopic Record of a Sneeze";0;"1894";"";1;""
9;"movie";"Miss Jerry";"Miss Jerry";0;"1894";"";45;""
10;"short";"Exiting the Factory";"La sortie de l'usine Lumière à Lyon";0;"1895";"";1;""
11;"short";"Akrobatisches Potpourri";"Akrobatisches Potpourri";0;"1895";"";1;""
12;"short";"The Arrival of a Train";"L'arrivée d'un train à La Ciotat";0;"1896";"";1;""
13;"short";"The Photographical Congress Arrives in Lyon";"Neuville-sur-Saône: Débarquement du congrès des photographes à Lyon";0;"1895";"";1;""
14;"short";"The Sprinkler Sprinkled";"L'arroseur arrosé";0;"1895";"";1;""
15;"short";"Autour d'une cabine";"Autour d'une cabine";0;"1894";"";2;""
16;"short";"Barque sortant du port";"Barque sortant du port";0;"1895";"";1;""
17;"short";"Italienischer Bauerntanz";"Italienischer Bauerntanz";0;"1895";"";1;""
18;"short";"Das boxende Känguruh";"Das boxende Känguruh";0;"1895";"";1;""
19;"short";"The Clown Barber";"The Clown Barber";0;"1898";"";0;""
20;"short";"The Derby 1895";"The Derby 1895";0;"1895";"";1;""
22;"short";"Blacksmith Scene";"Les forgerons";0;"1895";"";1;""
23;"short";"The Sea";"Baignade en mer";0;"1895";"";1;""
24;"short";"Opening of the Kiel Canal";"Opening of the Kiel Canal";0;"1895";"";0;""
25;"short";"The Oxford and Cambridge University Boat Race";"The Oxford and Cambridge University Boat Race";0;"1895";"";0;""
26;"short";"The Messers. Lumière at Cards";"Partie d'écarté";0;"1896";"";1;""
27;"short";"Cordeliers' Square in Lyon";"Place des Cordeliers à Lyon";0;"1895";"";1;""
28;"short";"Fishing for Goldfish";"La pêche aux poissons rouges";0;"1895";"";1;""
29;"short";"Baby's Dinner";"Repas de bébé";0;"1895";"";1;""
30;"short";"Rough Sea at Dover";"Rough Sea at Dover";0;"1895";"";1;""
31;"short";"Jumping the Blanket";"Le saut à la couverture";0;"1895";"";1;""
32;"short";"Die Serpentintänzerin";"Die Serpentintänzerin";0;"1895";"";1;""
33;"short";"Trick Riding";"La voltige";0;"1895";"";1;""
34;"short";"Arrivée d'un train gare de Vincennes";"Arrivée d'un train gare de Vincennes";0;"1896";"";1;""
35;"short";"Watering the Flowers";"L'arroseur";0;"1896";"";1;""
36;"short";"Awakening of Rip";"Awakening of Rip";0;"1896";"";0;""
37;"short";"Sea Bathing";"Baignade en mer";0;"1896";"";1;""
38;"short";"The Ball Game";"The Ball Game";0;"1898";"";0;""
39;"short";"Barnet Horse Fair";"Barnet Horse Fair";0;"1896";"";0;""
40;"short";"Barque sortant du port de Trouville";"Barque sortant du port de Trouville";0;"1896";"";0;""
41;"short";"Bataille de neige";"Bataille de neige";0;"1897";"";1;""
42;"short";"Bateau-mouche sur la Seine";"Bateau-mouche sur la Seine";0;"1896";"";0;""
43;"short";"Batteuse à vapeur";"Batteuse à vapeur";0;"1896";"";0;""
44;"short";"Le bivouac";"Le bivouac";0;"1896";"";1;""
45;"short";"Les blanchisseuses";"Les blanchisseuses";0;"1896";"";0;""
46;"short";"Bois de Boulogne";"Bois de Boulogne";0;"1896";"";0;""
47;"short";"Boulevard des Italiens";"Boulevard des Italiens";0;"1896";"";0;""
48;"short";"The Boxing Kangaroo";"The Boxing Kangaroo";0;"1896";"";0;""
49;"short";"Boxing Match; or, Glove Contest";"Boxing Match; or, Glove Contest";0;"1896";"";0;""
50;"short";"Bébé et fillettes";"Bébé et fillettes";0;"1896";"";0;""
51;"short";"The Bohemian Encampment";"Campement de bohémiens";0;"1896";"";0;""
52;"short";"Carga de rurales";"Carga de rurales";0;"1896";"";1;""
53;"short";"A Chegada do Comboio Inaugural à Estação Central do Porto";"A Chegada do Comboio Inaugural à Estação Central do Porto";0;"1897";"";0;""
54;"short";"A Merry-Go-Round";"Les chevaux de bois";0;"1896";"";0;""
55;"short";"Le chiffonnier";"Le chiffonnier";0;"1896";"";0;""
56;"short";"Uma Corrida de Touros no Campo Pequeno";"Uma Corrida de Touros no Campo Pequeno";0;"1896";"";0;""
57;"short";"Cortège de tzar allant à Versailles";"Cortège de tzar allant à Versailles";0;"1896";"";0;""
58;"short";"Cortège de tzar au Bois de Boulogne";"Cortège de tzar au Bois de Boulogne";0;"1896";"";0;""
59;"short";"Coronation of a Village Maiden";"Couronnement de la rosière";0;"1896";"";0;""
60;"short";"Dancing Darkies";"Dancing Darkies";0;"1896";"";0;""
61;"short";"Dancing Girls";"Dancing Girls";0;"1896";"";0;""
62;"short";"Danse serpentine";"Danse serpentine";0;"1896";"";1;""
63;"short";"Dessinateur express";"Dessinateur express";0;"1896";"";0;""
64;"short";"Dessinateur: Chamberlain";"Dessinateur: Chamberlain";0;"1896";"";0;""
65;"short";"Dessinateur: Reine Victoria";"Dessinateur: Reine Victoria";0;"1896";"";0;""
66;"short";"Dessinateur: Von Bismark";"Dessinateur: Von Bismark";0;"1896";"";0;""
67;"short";"Conjurer Making Ten Hats in Sixty Seconds";"Dix chapeaux en 60 secondes";0;"1896";"";0;""
68;"short";"Unloading the Boat";"Déchargement de bateaux";0;"1896";"";0;""
69;"short";"Post No Bills";"Défense d'afficher";0;"1896";"";1;""
70;"short";"Démolition d'un mur";"Démolition d'un mur";0;"1896";"";1;""
71;"short";"Automobiles Starting a Race";"Départ des automobiles";0;"1896";"";0;""
72;"short";"Officers of French Army Leaving Service";"Départ des officiers";0;"1896";"";0;""
73;"short";"Effets de mer sur les rochers";"Effets de mer sur les rochers";0;"1896";"";0;""
74;"short";"Enfants jouant sur la plage";"Enfants jouant sur la plage";0;"1896";"";0;""
75;"short";"The Conjuring of a Woman at the House of Robert Houdin";"Escamotage d'une dame au théâtre Robert Houdin";0;"1896";"";1;""
76;"short";"Exit of Rip and the Dwarf";"Exit of Rip and the Dwarf";0;"1896";"";1;""
77;"short";"Le fakir, mystère indien";"Le fakir, mystère indien";0;"1896";"";0;""
78;"short";"Feira de Gado na Corujeira";"Feira de Gado na Corujeira";0;"1896";"";1;""
79;"short";"La gare Saint-Lazare";"La gare Saint-Lazare";0;"1896";"";0;""
80;"short";"Grandes manoeuvres";"Grandes manoeuvres";0;"1896";"";0;""
81;"short";"Towing a Boat on the River";"Les haleurs de bateaux";0;"1896";"";0;""
82;"short";"A Hard Wash";"A Hard Wash";0;"1896";"";0;""
83;"short";"Les indiscrets";"Les indiscrets";0;"1896";"";0;""
84;"short";"Les ivrognes";"Les ivrognes";0;"1896";"";0;""
85;"short";"Gardener Burning Weeds";"Jardinier brûlant des herbes";0;"1896";"";0;""
86;"short";"Beach and Pier at Trouville, 1st part";"Jetée et plage de Trouville (1er partie)";0;"1896";"";0;""
87;"short";"Beach and Pier at Trouville, 2nd part";"Jetée et plage de Trouville (2e partie)";0;"1896";"";0;""
88;"short";"Market Day";"Jour de marché à Trouville";0;"1896";"";0;""
89;"short";"Leaving Jerusalem by Railway";"Départ de Jérusalem en chemin de fer";0;"1897";"";1;""
90;"short";"Libération des territoriaux";"Libération des territoriaux";0;"1896";"";0;""
91;"short";"The House of the Devil";"Le manoir du diable";0;"1896";"";3;""
92;"short";"Marée montante sur Brise-Larmes";"Marée montante sur Brise-Larmes";0;"1896";"";0;""
93;"short";"Melbourne";"Melbourne";0;"1896";"";0;""
94;"short";"Miss de Vere";"Miss de Vere";0;"1896";"";0;""
95;"short";"The Mysterious Paper";"Le papier protée";0;"1896";"";0;""
96;"short";"Place Saint-Augustin";"Place Saint-Augustin";0;"1896";"";0;""
97;"short";"Place de l'Opéra, First View";"Place de l'Opéra, 1er aspect";0;"1896";"";0;""
98;"short";"Place de l'Opéra, Second View";"Place de l'Opéra, 2e aspect";0;"1896";"";0;""
99;"short";"Place de la Bastille";"Place de la Bastille";0;"1896";"";0;""
100;"short";"Place de la Concorde";"Place de la Concorde";0;"1896";"";0;""
101;"short";"Place du théâtre français";"Place du théâtre français";0;"1896";"";0;""
102;"short";"The Beach at Villiers in a Gale";"Plage de Villiers par gros temps";0;"1896";"";0;""
103;"short";"Smarter than the Teacher";"Plus fort que le maître";0;"1896";"";0;""
104;"short";"Pompiers à Lyon";"Pompiers à Lyon";0;"1896";"";1;""
105;"short";"The Docks at Marseilles";"Les quais à Marseille";0;"1896";"";0;""
106;"short";"Retour au cantonnement";"Retour au cantonnement";0;"1896";"";0;""
107;"short";"Naval Review at Cherburg";"Revue navale à Cherbourg";0;"1896";"";0;""
108;"short";"Rip Leaving Sleepy Hollow";"Rip Leaving Sleepy Hollow";0;"1896";"";1;""
109;"short";"Rip Meeting the Dwarf";"Rip Meeting the Dwarf";0;"1896";"";1;""
110;"short";"Rip Passing Over the Mountain";"Rip Passing Over the Mountain";0;"1896";"";1;""
111;"short";"Rip's Toast";"Rip's Toast";0;"1896";"";1;""
112;"short";"Rip's Toast to Hudson";"Rip's Toast to Hudson";0;"1896";"";1;""
113;"short";"Rip's Twenty Years' Sleep";"Rip's Twenty Years' Sleep";0;"1896";"";0;""
114;"short";"French Regiment Going to the Parade";"Le régiment";0;"1896";"";0;""
115;"short";"Réunion d'officiers";"Réunion d'officiers";0;"1896";"";0;""
116;"short";"Sac au dos";"Sac au dos";0;"1896";"";0;""
117;"short";"Saída do Pessoal Operário da Fábrica Confiança";"Saída do Pessoal Operário da Fábrica Confiança";0;"1896";"";1;""
118;"short";"Salut malencontreux d'un déserteur";"Salut malencontreux d'un déserteur";0;"1896";"";0;""
119;"short";"Rescue on the River, Pt. 2";"Sauvetage en rivière, 1er";0;"1896";"";0;""
120;"short";"Rescue on the River, Pt. 1";"Sauvetage en rivière, 2e";0;"1896";"";0;""
121;"short";"The Soldier's Courtship";"The Soldier's Courtship";0;"1896";"";1;""
122;"short";"Closing Hours at Vibert's Perfume Factory";"Sortie des ateliers Vibert";0;"1896";"";0;""
123;"short";"Conjuring";"Séance de prestidigitation";0;"1896";"";0;""
124;"short";"Tempête sur la jetée du treport";"Tempête sur la jetée du treport";0;"1896";"";0;""
125;"short";"The Terrible Railway Accident";"The Terrible Railway Accident";0;"1896";"";0;""
126;"short";"Tom Old Boot";"Tom Old Boot";0;"1896";"";0;""
127;"short";"Les tribulations d'un concierge";"Les tribulations d'un concierge";0;"1896";"";0;""
128;"short";"Academy for Young Ladies";"Un lycée de jeunes filles";0;"1896";"";0;""
129;"short";"Un petit diable";"Un petit diable";0;"1896";"";0;""
130;"short";"Une altercation au café";"Une altercation au café";0;"1896";"";0;""
131;"short";"A Terrible Night";"Une nuit terrible";0;"1896";"";1;""
132;"short";"Card Party";"Une partie de cartes";0;"1896";"";1;""
133;"short";"La voiture du potier";"La voiture du potier";0;"1896";"";0;""
134;"short";"The Wandering Negro Minstrels";"The Wandering Negro Minstrels";0;"1896";"";0;""
135;"short";"A Watermelon Feast";"A Watermelon Feast";0;"1896";"";0;""
136;"short";"L'arroseur arrosé";"L'arroseur arrosé";0;"1897";"";1;""
137;"short";"Au réfectoire";"Au réfectoire";0;"1897";"";0;""
138;"short";"The Bewitched Inn";"L'auberge ensorcelée";0;"1897";"";2;""
139;"short";"L'aveugle";"L'aveugle";0;"1897";"";0;""
140;"short";"Baignade dans le torrent";"Baignade dans le torrent";0;"1897";"";1;""
141;"short";"Ballet libella";"Ballet libella";0;"1897";"";2;""
142;"short";"Buffalo Bill and Escort";"Buffalo Bill and Escort";0;"1897";"";0;""
143;"short";"Les cambrioleurs";"Les cambrioleurs";0;"1897";"";1;""
144;"short";"Chez le magnétiseur";"Chez le magnétiseur";0;"1897";"";1;""
145;"short";"En classe";"En classe";0;"1897";"";0;""
146;"short";"Le cocher de fiacre endormi";"Le cocher de fiacre endormi";0;"1897";"";0;""
147;"movie";"The Corbett-Fitzsimmons Fight";"The Corbett-Fitzsimmons Fight";0;"1897";"";20;""
148;"short";"Le Coucher d'Yvette";"Le Coucher d'Yvette";0;"1897";"";0;""
149;"short";"Behind the Scenes";"Dans les coulisses";0;"1897";"";0;""
150;"short";"Danse fleur de lotus";"Danse fleur de lotus";0;"1897";"";1;""
151;"short";"Faust et Marguerite";"Faust et Marguerite";0;"1897";"";0;""
152;"short";"The Hallucinated Alchemist";"L'hallucination de l'alchimiste";0;"1897";"";2;""
153;"short";"The Haunted Castle";"The Haunted Castle";0;"1897";"";1;""
154;"short";"Henley Regatta";"Henley Regatta";0;"1897";"";0;""
155;"short";"The Hypnotist at Work";"Le magnétiseur";0;"1897";"";0;""
156;"short";"A Badly Managed Hotel";"L'hôtel empoisonné";0;"1896";"";0;""
157;"short";"Idylle";"Idylle";0;"1897";"";0;""
158;"short";"Idylle interrompue";"Idylle interrompue";0;"1897";"";0;""
159;"short";"The Devil's Laboratory";"Le cabinet de Méphistophélès";0;"1897";"";1;""
160;"short";"The Last Days of Pompeii";"The Last Days of Pompeii";0;"1900";"";0;""
161;"short";"Leçon de danse";"Leçon de danse";0;"1897";"";0;""
162;"short";"Niagara Falls";"Les chutes";0;"1897";"";1;""
163;"short";"Le planton du colonel";"Le planton du colonel";0;"1897";"";0;""
164;"short";"Le pêcheur dans le torrent";"Le pêcheur dans le torrent";0;"1897";"";1;""
165;"short";"Riña en un café";"Riña en un café";0;"1897";"";1;""
166;"short";"Salida de los trabajadores de la fábrica España Industrial";"Salida de los trabajadores de la fábrica España Industrial";0;"1897";"";1;""
167;"short";"Salida de misa de doce del Pilar de Zaragoza";"Salida de misa de doce del Pilar de Zaragoza";0;"1897";"";0;""
168;"short";"Salida del público de la iglesia parroquial de Santa María de Sans";"Salida del público de la iglesia parroquial de Santa María de Sans";0;"1897";"";1;""
169;"short";"Slagsmål i gamla Stockholm";"Slagsmål i gamla Stockholm";0;"1897";"";1;""
170;"short";"The Twins' Tea Party";"The Twins' Tea Party";0;"1896";"";1;""
171;"short";"Une nuit agitée";"Une nuit agitée";0;"1897";"";0;""
172;"short";"The X-Ray Fiend";"The X-Ray Fiend";0;"1897";"";1;""
173;"short";"Battle of Santiago Bay";"Battle of Santiago Bay";0;"1898";"";0;""
174;"short";"Výstavní párkar a lepic plakátù";"Výstavní párkar a lepic plakátù";0;"1898";"";1;""
175;"short";"A Sea Cave Near Lisbon";"A Sea Cave Near Lisbon";0;"1896";"";1;""
176;"short";"Brittania";"Brittania";0;"1898";"";0;""
177;"short";"The Burglar on the Roof";"The Burglar on the Roof";0;"1898";"";1;""
178;"short";"The Cavalier's Dream";"The Cavalier's Dream";0;"1898";"";1;""
179;"short";"The Cave of the Demons";"La caverne maudite";0;"1898";"";0;""
180;"short";"Le chemin de croix";"Le chemin de croix";0;"1898";"";0;""
181;"short";"Cinderella";"Cinderella";0;"1898";"";0;""
182;"short";"Come Along, Do!";"Come Along, Do!";0;"1898";"";1;""
183;"short";"The Corsican Brothers";"The Corsican Brothers";0;"1898";"";0;""
184;"short";"Cripple Creek Bar-Room Scene";"Cripple Creek Bar-Room Scene";0;"1899";"";1;""
185;"short";"La crèche à Bethléem";"La crèche à Bethléem";0;"1898";"";0;""
186;"short";"Le cuirassé Maine";"Le cuirassé Maine";0;"1898";"";0;""
187;"short";"La cène";"La cène";0;"1898";"";1;""
188;"short";"The Deserter";"The Deserter";0;"1898";"";0;""
189;"short";"Dorotea";"Dorotea";0;"1898";"";0;""
190;"short";"Dostavenícko ve mlýnici";"Dostavenícko ve mlýnici";0;"1898";"";1;""
191;"short";"Déménagement à la cloche de bois";"Déménagement à la cloche de bois";0;"1898";"";0;""
192;"short";"Ella Lola, a la Trilby";"Ella Lola, a la Trilby";0;"1898";"";0;""
193;"short";"L'entrée à Jérusalem";"L'entrée à Jérusalem";0;"1898";"";0;""
194;"short";"Express Train on a Railway Cutting";"Express Train on a Railway Cutting";0;"1898";"";0;""
195;"short";"Les farces de Jocko";"Les farces de Jocko";0;"1898";"";0;""
196;"short";"Faust and Mephistopheles";"Faust and Mephistopheles";0;"1898";"";0;""
197;"short";"La flagellation";"La flagellation";0;"1898";"";0;""
198;"short";"La fuite en Égypte";"La fuite en Égypte";0;"1898";"";0;""
199;"short";"Glasgow Fire Engine";"Glasgow Fire Engine";0;"1898";"";0;""
200;"short";"Gran corrida de toros";"Gran corrida de toros";0;"1898";"";0;""
201;"short";"Indian War Council";"Indian War Council";0;"1898";"";0;""
202;"short";"Le jardin des oliviers";"Le jardin des oliviers";0;"1898";"";0;""
203;"short";"Je vous y prrrrends!";"Je vous y prrrrends!";0;"1898";"";0;""
204;"short";"Jésus devant Pilate";"Jésus devant Pilate";0;"1898";"";0;""
205;"short";"Leçons de boxe";"Leçons de boxe";0;"1898";"";1;""
206;"short";"Llegada de un tren a la estación de ferrocarril del Norte, de Barcelona";"Llegada de un tren a la estación de ferrocarril del Norte, de Barcelona";0;"1898";"";0;""
207;"short";"London Express";"London Express";0;"1898";"";0;""
208;"short";"The Miller and Chimney Sweep";"The Miller and the Sweep";0;"1897";"";1;""
209;"short";"Photographing a Ghost";"Photographing a Ghost";0;"1898";"";0;""
210;"short";"A Novice at X-rays";"Les rayons Röntgen";0;"1898";"";1;""
211;"short";"A Trip to the Moon";"La lune à un mètre";0;"1898";"";3;""
212;"short";"Saida do Paquete Duque de Braganca";"Saida do Paquete Duque de Braganca";0;"1898";"";0;""
213;"short";"Scène d'escamotage";"Scène d'escamotage";0;"1898";"";1;""
214;"short";"Tearing Down the Spanish Flag";"Tearing Down the Spanish Flag";0;"1898";"";0;""
215;"short";"Smích a plác";"Smích a plác";0;"1898";"";0;""
216;"short";"Visita de Doña María Cristina y Alfonso XIII a Barcelona";"Visita de Doña María Cristina y Alfonso XIII a Barcelona";0;"1898";"";0;""
217;"short";"Waves and Spray";"Waves and Spray";0;"1898";"";0;""
218;"short";"L'affaire Dreyfus";"L'affaire Dreyfus";0;"1899";"";13;""
219;"short";"Aladdin and the Wonderful Lamp";"Aladdin and the Wonderful Lamp";0;"1899";"";0;""
220;"short";"The Artist and the Flower Girl";"The Artist and the Flower Girl";0;"1901";"";0;""
221;"short";"Aspectos da Praia de Cascais";"Aspectos da Praia de Cascais";0;"1899";"";0;""
222;"short";"Au cabaret";"Au cabaret";0;"1899";"";1;""
223;"short";"L'aveugle";"L'aveugle";0;"1899";"";0;""
224;"short";"Battlefield";"Battlefield";0;"1899";"";0;""
225;"short";"Beauty and the Beast";"La belle et la bête";0;"1899";"";0;""
226;"short";"Boat Race";"Boat Race";0;"1899";"";0;""
227;"short";"Bombardment of Mafeking";"Bombardment of Mafeking";0;"1899";"";0;""
228;"short";"La bonne absinthe";"La bonne absinthe";0;"1899";"";1;""
229;"short";"Casey at the Bat";"Casey at the Bat";0;"1899";"";1;""
230;"short";"Cinderella";"Cendrillon";0;"1899";"";6;""
231;"short";"Portuguese Railway Train";"Portuguese Railway Train";0;"1896";"";1;""
232;"short";"Le chiffonnier";"Le chiffonnier";0;"1899";"";0;""
233;"short";"Choque de dos transatlánticos";"Choque de dos transatlánticos";0;"1899";"";2;""
234;"short";"Cleopatra's Tomb";"Cléopâtre";0;"1899";"";1;""
235;"short";"Haggard's She: The Pillar of Fire";"La colonne de feu";0;"1899";"";1;""
236;"short";"Courte échelle";"Courte échelle";0;"1899";"";0;""
237;"short";"Le crucifiement";"Le crucifiement";0;"1899";"";0;""
238;"short";"Les dangers de l'alcoolisme";"Les dangers de l'alcoolisme";0;"1899";"";0;""
239;"short";"Danse serpentine par Mme. Bob Walter";"Danse serpentine par Mme. Bob Walter";0;"1899";"";0;""
240;"short";"Distributing a War Extra";"Distributing a War Extra";0;"1899";"";1;""
241;"short";"La descente de croix";"La descente de croix";0;"1899";"";0;""
242;"short";"The Sign of the Cross";"Le diable au couvent";0;"1899";"";3;""
243;"short";"Le déjeuner des enfants";"Le déjeuner des enfants";0;"1899";"";0;""
244;"short";"Erreur judiciaire";"Erreur judiciaire";0;"1899";"";0;""
245;"short";"The Haunted House";"The Haunted House";0;"1899";"";0;""
246;"short";"A Turn of the Century Illusionist";"L'impressionniste fin de siècle";0;"1899";"";1;""
247;"short";"King John";"King John";0;"1899";"";5;""
248;"short";"A Kiss in the Tunnel";"The Kiss in the Tunnel";0;"1899";"";1;""
249;"short";"The Legacy";"The Legacy";0;"1899";"";0;""
250;"short";"Llegada del vapor Bellver a Mallorca";"Llegada del vapor Bellver a Mallorca";0;"1899";"";3;""
251;"short";"Matches: An Appeal";"Matches: An Appeal";0;"1899";"";0;""
252;"short";"La mauvaise soupe";"La mauvaise soupe";0;"1899";"";0;""
253;"short";"The Miser's Doom";"The Miser's Doom";0;"1899";"";0;""
254;"short";"Monnaie de lapin";"Monnaie de lapin";0;"1899";"";0;""
255;"short";"Mésaventure d'un charbonnier";"Mésaventure d'un charbonnier";0;"1899";"";0;""
256;"short";"Panorama from the Tower of the Brooklyn Bridge";"Panorama from the Tower of the Brooklyn Bridge";0;"1899";"";0;""
257;"short";"La résurrection";"La résurrection";0;"1899";"";0;""
258;"short";"Le tondeur de chiens";"Le tondeur de chiens";0;"1899";"";0;""
259;"short";"Le tonnelier";"Le tonnelier";0;"1899";"";0;""
260;"short";"Transformations";"Transformations";0;"1899";"";0;""
261;"short";"A Midnight Episode";"Un bon lit";0;"1899";"";1;""
262;"short";"Un lunch";"Un lunch";0;"1899";"";0;""
263;"short";"Vista de la entrada principal de la plaza de toros de Jerez, el segundo día de feria";"Vista de la entrada principal de la plaza de toros de Jerez, el segundo día de feria";0;"1899";"";0;""
264;"short";"Summoning the Spirits";"Évocation spirite";0;"1899";"";1;""
265;"short";"Above the Limit";"Above the Limit";0;"1900";"";0;""
266;"short";"Above the Speedway";"Above the Speedway";0;"1900";"";0;""
267;"short";"L'angélus";"L'angélus";0;"1900";"";0;""
268;"short";"L'arléquine";"L'arléquine";0;"1900";"";0;""
269;"short";"Army Life; or, How Soldiers Are Made: Mounted Infantry";"Army Life";0;"1900";"";0;""
270;"short";"Arrivée d'Arléquin";"Arrivée d'Arléquin";0;"1900";"";0;""
271;"short";"Arrivée de Pierette et Pierrot";"Arrivée de Pierette et Pierrot";0;"1900";"";0;""
272;"short";"As Seen Through a Telescope";"As Seen Through a Telescope";0;"1900";"";1;""
273;"short";"Attack on a China Mission";"Attack on a China Mission";0;"1900";"";4;""
274;"short";"Avenue de l'opéra";"Avenue de l'opéra";0;"1900";"";1;""
275;"short";"Badinage";"Badinage";0;"1900";"";0;""
276;"short";"Bataille d'oreillers";"Bataille d'oreillers";0;"1900";"";0;""
277;"short";"Bataille de boules de neige";"Bataille de boules de neige";0;"1900";"";0;""
278;"short";"Buffalo Bill's Show Parade";"Buffalo Bill's Show Parade";0;"1900";"";0;""
279;"short";"Buffalo Bill's Wild West Parade";"Buffalo Bill's Wild West Parade";0;"1900";"";0;""
280;"short";"Buffalo Bill's Wild West Parade";"Buffalo Bill's Wild West Parade";0;"1900";"";0;""
281;"short";"Buffalo Bill's Wild West Show";"Buffalo Bill's Wild West Show";0;"1900";"";0;""
282;"short";"Le bébé";"Le bébé";0;"1900";"";0;""
283;"short";"Chez le Maréchal-Ferrant";"Chez le Maréchal-Ferrant";0;"1900";"";0;""
284;"short";"Chez le photographe";"Chez le photographe";0;"1900";"";1;""
285;"short";"Chinese Magic";"Chinese Magic";0;"1900";"";0;""
286;"short";"Chirurgie fin de siècle";"Chirurgie fin de siècle";0;"1900";"";2;""
287;"short";"The Clown and the Alchemist";"The Clown and the Alchemist";0;"1900";"";0;""
288;"short";"La concierge";"La concierge";0;"1900";"";1;""
289;"short";"Coucher d'une Parisienne";"Coucher d'une Parisienne";0;"1900";"";0;""
290;"short";"Dance de l'ivresse";"Dance de l'ivresse";0;"1900";"";0;""
291;"short";"Dans les coulisses";"Dans les coulisses";0;"1900";"";0;""
292;"short";"Danse du papillon";"Danse du papillon";0;"1900";"";0;""
293;"short";"Danse du pas des foulards par des almées";"Danse du pas des foulards par des almées";0;"1900";"";0;""
294;"short";"La danse du ventre";"La danse du ventre";0;"1900";"";0;""
295;"short";"Danse du voile";"Danse du voile";0;"1900";"";0;""
296;"short";"Danse serpentine";"Danse serpentine";0;"1900";"";2;""
297;"short";"Danses";"Danses";0;"1900";"";0;""
298;"short";"Déclaration d'amour";"Déclaration d'amour";0;"1900";"";0;""
299;"short";"Le départ d'Arlequin et de Pierrette";"Le départ d'Arlequin et de Pierrette";0;"1900";"";2;""
300;"short";"The Enchanted Drawing";"The Enchanted Drawing";0;"1900";"";2;""
301;"short";"Faust and Marguerite";"Faust and Marguerite";0;"1900";"";1;""
302;"short";"La fée aux choux, ou la naissance des enfants";"La fée aux choux, ou la naissance des enfants";0;"1900";"";1;""
303;"short";"Gavotte directoire";"Gavotte directoire";0;"1900";"";0;""
304;"short";"Grandma's Reading Glass";"Grandma's Reading Glass";0;"1900";"";2;""
305;"short";"L'Habanera";"L'Habanera";0;"1900";"";0;""
306;"short";"Le duel d'Hamlet";"Le duel d'Hamlet";0;"1900";"";2;""
307;"short";"Happy Hooligan";"Happy Hooligan";0;"1900";"";0;""
308;"short";"The House That Jack Built";"The House That Jack Built";0;"1900";"";1;""
309;"short";"How It Feels to Be Run Over";"How It Feels to Be Run Over";0;"1900";"";1;""
310;"short";"Chimmie Hicks and the Rum Omelet";"Chimmie Hicks and the Rum Omelet";0;"1900";"";0;""
312;"short";"Le lapin";"Le lapin";0;"1900";"";0;""
313;"short";"Let Me Dream Again";"Let Me Dream Again";0;"1900";"";1;""
314;"short";"Leçon de danse";"Leçon de danse";0;"1900";"";0;""
315;"short";"Le marchand de coco";"Le marchand de coco";0;"1900";"";0;""
316;"short";"Marché à la volaille";"Marché à la volaille";0;"1900";"";0;""
317;"short";"Le matelot";"Le matelot";0;"1900";"";0;""
318;"short";"Eine moderne Jungfrau von Orleans";"Eine moderne Jungfrau von Orleans";0;"1900";"";0;""
319;"short";"Maple Leaf Viewing";"Momijigari";0;"1899";"";6;""
320;"short";"Mort d'Adonis";"Mort d'Adonis";0;"1900";"";0;""
321;"short";"The Mystic Swing";"The Mystic Swing";0;"1900";"";1;""
322;"short";"Panorama de Barcelona: monumentos y fiestas";"Panorama de Barcelona: monumentos y fiestas";0;"1900";"";6;""
323;"short";"Pas Japonais";"Pas Japonais";0;"1900";"";0;""
324;"short";"Pas de grâce";"Pas de grâce";0;"1900";"";0;""
325;"short";"Pas des éventails";"Pas des éventails";0;"1900";"";0;""
326;"short";"Pas du poignard";"Pas du poignard";0;"1900";"";0;""
327;"short";"La paysanne";"La paysanne";0;"1900";"";0;""
328;"short";"La petite magicienne";"La petite magicienne";0;"1900";"";0;""
329;"short";"Le Polichinelle";"Le Polichinelle";0;"1900";"";0;""
330;"short";"La poupée noire";"La poupée noire";0;"1900";"";0;""
331;"short";"La reine des jouets";"La reine des jouets";0;"1900";"";0;""
332;"short";"Retour des champs";"Retour des champs";0;"1900";"";2;""
333;"short";"Le sang d'Adonis donnant naissance à la rose rouge";"Le sang d'Adonis donnant naissance à la rose rouge";0;"1900";"";0;""
334;"short";"Saut humidifié de M. Plick";"Saut humidifié de M. Plick";0;"1900";"";0;""
335;"movie";"Soldiers of the Cross";"Soldiers of the Cross";0;"1900";"";0;""
336;"short";"La source";"La source";0;"1900";"";0;""
